timestamp,water
2020-02-19 08:04:00,1528.7
2020-02-19 08:05:00,1528.7
2020-02-19 08:20:00,1528.7
2020-02-19 08:35:00,1528.7
2020-02-19 08:50:00,1528.8
2020-02-19 09:05:00,1528.9
2020-02-19 09:20:00,1528.9
2020-02-19 09:35:00,1529.0
2020-02-19 09:50:00,1529.0
2020-02-19 10:05:00,1529.1
2020-02-19 10:20:00,1529.2
2020-02-19 10:35:00,1529.2
2020-02-19 10:50:00,1529.3
2020-02-19 11:05:00,1529.4
2020-02-19 11:20:00,1529.5
2020-02-19 11:35:00,1529.5
2020-02-19 11:50:00,1529.6
2020-02-19 12:05:00,1529.6
2020-02-19 12:20:00,1529.7
2020-02-19 12:35:00,1529.8
2020-02-19 12:50:00,1529.8
2020-02-19 13:05:00,1529.9
2020-02-19 13:20:00,1530.0
2020-02-19 13:35:00,1530.0
2020-02-19 13:50:00,1530.1
2020-02-19 14:05:00,1530.2
2020-02-19 14:20:00,1530.3
2020-02-19 14:35:00,1530.3
2020-02-19 14:50:00,1530.4
2020-02-19 15:05:00,1530.4
2020-02-19 15:20:00,1530.5
2020-02-19 15:35:00,1530.6
2020-02-19 15:50:00,1530.7
2020-02-19 16:05:00,1530.8
2020-02-19 16:20:00,1530.8
2020-02-19 16:35:00,1530.9
2020-02-19 16:50:00,1530.9
2020-02-19 17:05:00,1531.0
2020-02-19 17:20:00,1531.0
2020-02-19 17:35:00,1531.1
2020-02-19 17:50:00,1531.2
2020-02-19 18:05:00,1531.2
2020-02-19 18:20:00,1531.3
2020-02-19 18:35:00,1531.3
2020-02-19 18:50:00,1531.4
2020-02-19 19:05:00,1531.4
2020-02-19 19:20:00,1531.5
2020-02-19 19:35:00,1531.6
2020-02-19 19:50:00,1531.8
2020-02-19 20:05:00,1532.0
2020-02-19 20:20:00,1532.1
2020-02-19 20:35:00,1532.3
2020-02-19 20:50:00,1532.4
2020-02-19 21:05:00,1532.4
2020-02-19 21:20:00,1532.4
2020-02-19 21:35:00,1532.4
2020-02-19 21:50:00,1532.4
2020-02-19 22:05:00,1532.4
2020-02-19 22:20:00,1532.4
2020-02-19 22:35:00,1532.4
2020-02-19 22:49:00,1532.4
2020-02-19 23:04:00,1532.4
2020-02-19 23:19:00,1532.5
2020-02-19 23:34:00,1532.5
2020-02-19 23:49:00,1532.5
2020-02-20 00:04:00,1532.5
2020-02-20 00:19:00,1532.5
2020-02-20 00:34:00,1532.5
2020-02-20 00:49:00,1532.6
2020-02-20 01:04:00,1532.6
2020-02-20 01:19:00,1532.6
2020-02-20 01:34:00,1532.6
2020-02-20 01:49:00,1532.6
2020-02-20 02:04:00,1532.6
2020-02-20 02:19:00,1532.6
2020-02-20 02:34:00,1532.6
2020-02-20 02:49:00,1532.6
2020-02-20 03:04:00,1532.6
2020-02-20 03:19:00,1532.6
2020-02-20 03:34:00,1532.6
2020-02-20 03:49:00,1532.6
2020-02-20 04:04:00,1532.7
2020-02-20 04:19:00,1532.7
2020-02-20 04:34:00,1532.8
2020-02-20 04:49:00,1532.8
2020-02-20 05:04:00,1532.8
2020-02-20 05:19:00,1532.9
2020-02-20 05:34:00,1532.9
2020-02-20 05:49:00,1532.9
2020-02-20 06:04:00,1533.0
2020-02-20 06:19:00,1533.0
2020-02-20 06:34:00,1533.1
2020-02-20 06:49:00,1533.1
2020-02-20 07:04:00,1533.1
2020-02-20 07:19:00,1533.2
2020-02-20 07:49:00,1533.3
2020-02-20 07:50:00,1533.3
2020-02-20 08:05:00,1533.4
2020-02-20 08:20:00,1533.4
2020-02-20 08:35:00,1533.4
2020-02-20 08:50:00,1533.5
2020-02-20 09:05:00,1533.5
2020-02-20 09:20:00,1533.6
2020-02-20 09:35:00,1533.7
2020-02-20 09:50:00,1533.7
2020-02-20 10:05:00,1533.7
2020-02-20 10:20:00,1533.8
2020-02-20 10:35:00,1533.8
2020-02-20 10:50:00,1533.9
2020-02-20 11:05:00,1533.9
2020-02-20 11:20:00,1534.0
2020-02-20 11:35:00,1534.0
2020-02-20 11:50:00,1534.1
2020-02-20 12:05:00,1534.1
2020-02-20 12:20:00,1534.2
2020-02-20 12:35:00,1534.2
2020-02-20 12:50:00,1534.3
2020-02-20 13:05:00,1534.3
2020-02-20 13:20:00,1534.4
2020-02-20 13:35:00,1534.5
