timestamp;water
2021-05-24 07:29:28;0.58
2021-05-24 07:30:59;0.589
2021-05-24 07:44:20;0.589
2021-05-24 07:58:23;0.616
2021-05-24 08:13:31;0.62
2021-05-24 08:14:24;0.62
2021-05-24 08:16:15;0.62
2021-05-24 08:29:09;0.654
2021-05-24 08:44:20;0.679
2021-05-24 08:59:48;0.706
2021-05-24 09:10:37;0.717
2021-05-24 09:14:50;0.72
2021-05-24 09:15:42;0.72
2021-05-24 09:29:38;0.735
2021-05-24 09:40:10;0.761
2021-05-24 09:44:00;0.763
2021-05-24 09:55:48;0.793
2021-05-24 09:58:41;0.807
2021-05-24 10:06:33;0.821
2021-05-24 10:14:51;0.834
2021-05-24 10:25:08;0.852
2021-05-24 10:28:10;0.865
2021-05-24 10:29:10;0.865
2021-05-24 10:44:07;0.918
2021-05-24 10:56:12;0.957
2021-05-24 10:58:27;0.966
2021-05-24 11:14:40;0.983
2021-05-24 11:29:22;1.016
2021-05-24 11:42:47;1.054
2021-05-24 11:43:48;1.055
2021-05-24 11:58:56;1.102
2021-05-24 12:14:48;1.152
2021-05-24 12:29:28;1.216
2021-05-24 12:44:15;1.259
2021-05-24 12:58:29;1.299
2021-05-24 13:14:59;1.325
2021-05-24 13:29:35;1.363
2021-05-24 13:43:45;1.402
2021-05-24 13:58:40;1.433
2021-05-24 14:14:46;1.465
2021-05-24 14:29:04;1.494
2021-05-24 14:44:05;1.517
2021-05-24 14:51:42;1.531
2021-05-24 14:58:30;1.538
2021-05-24 15:14:43;1.565
2021-05-24 15:29:02;1.571
2021-05-24 15:44:18;1.616
2021-05-24 15:59:43;1.638
2021-05-24 16:14:53;1.68
2021-05-24 16:29:10;1.733
2021-05-24 16:44:07;1.744
2021-05-24 16:58:45;1.772
2021-05-24 17:14:33;1.772
2021-05-24 17:28:00;1.787
2021-05-24 17:28:01;1.787
2021-05-24 17:44:42;1.787
2021-05-24 17:57:46;1.795
2021-05-24 18:13:04;1.802
2021-05-24 18:29:58;1.802
2021-05-24 18:43:05;1.802
2021-05-24 18:58:32;1.809
2021-05-24 19:15:01;1.809
2021-05-24 19:29:33;1.809
2021-05-24 19:29:34;1.809
2021-05-24 19:34:19;1.809
2021-05-24 19:43:38;1.809
2021-05-24 19:58:42;1.818
2021-05-24 20:05:11;1.818
2021-05-24 20:14:29;1.818
2021-05-24 20:28:25;1.818
2021-05-24 20:33:06;1.818
2021-05-24 20:43:42;1.818
2021-05-24 20:59:06;1.818
2021-05-24 21:14:57;1.818
2021-05-24 21:18:43;1.818
2021-05-24 21:28:01;1.818
2021-05-24 21:44:10;1.818
2021-05-24 21:58:19;1.818
2021-05-24 22:14:49;1.818
2021-05-24 22:28:15;1.818
2021-05-24 22:44:34;1.818
2021-05-24 22:59:21;1.818
2021-05-24 23:14:01;1.818
2021-05-24 23:29:49;1.818
2021-05-24 23:44:48;1.818
2021-05-24 23:58:53;1.818
2021-05-25 00:04:34;1.818
2021-05-25 00:14:20;1.818
2021-05-25 00:18:25;1.818
2021-05-25 00:29:29;1.818
2021-05-25 00:44:58;1.818
2021-05-25 00:57:55;1.818
2021-05-25 01:03:25;1.818
2021-05-25 01:12:55;1.818
2021-05-25 01:29:29;1.818
2021-05-25 01:44:49;1.818
2021-05-25 01:58:33;1.818
2021-05-25 02:14:02;1.818
2021-05-25 02:29:48;1.818
2021-05-25 02:43:53;1.818
2021-05-25 02:59:20;1.818
2021-05-25 03:12:52;1.818
2021-05-25 03:27:55;1.818
2021-05-25 03:39:10;1.818
2021-05-25 03:43:53;1.818
2021-05-25 03:53:00;1.818
2021-05-25 03:58:06;1.818
2021-05-25 04:14:56;1.818
2021-05-25 04:29:35;1.818
2021-05-25 04:43:51;1.818
2021-05-25 04:57:26;1.818
2021-05-25 04:58:33;1.818
2021-05-25 05:13:03;1.818
2021-05-25 05:15:01;1.823
2021-05-25 05:28:16;1.846
2021-05-25 05:29:33;1.862
2021-05-25 05:43:48;1.896
2021-05-25 05:56:22;1.964
2021-05-25 05:58:26;1.982
2021-05-25 06:14:27;2.198
2021-05-25 06:29:23;2.228
2021-05-25 06:44:11;2.255
2021-05-25 06:59:46;2.259
2021-05-25 07:14:58;2.294
2021-05-25 07:29:23;2.302
2021-05-25 07:44:06;2.313
2021-05-25 07:57:11;2.351
2021-05-25 07:58:30;2.357
2021-05-25 08:05:24;2.369
2021-05-25 08:10:56;2.394
2021-05-25 08:14:38;2.396
2021-05-25 08:29:36;2.396
2021-05-25 08:33:24;2.396
2021-05-25 08:43:54;2.402
2021-05-25 08:45:13;2.404
2021-05-25 08:58:31;2.435
2021-05-25 09:14:36;2.483
2021-05-25 09:29:15;2.558
2021-05-25 09:39:43;2.59
2021-05-25 09:42:53;2.608
2021-05-25 09:43:46;2.615
2021-05-25 09:58:37;2.65
2021-05-25 09:59:54;2.65
2021-05-25 10:14:31;2.684
2021-05-25 10:29:05;2.735
2021-05-25 10:44:08;2.762
2021-05-25 10:57:21;2.825
2021-05-25 10:58:39;2.826
2021-05-25 11:14:33;2.879
2021-05-25 11:28:18;2.906
2021-05-25 11:29:30;2.908
2021-05-25 11:42:30;2.926
2021-05-25 11:44:07;2.932
2021-05-25 11:58:48;2.965
2021-05-25 12:14:31;3.009
2021-05-25 12:26:33;3.023
2021-05-25 12:29:16;3.026
2021-05-25 12:43:47;3.064
2021-05-25 12:58:54;3.084
2021-05-25 13:14:45;3.139
2021-05-25 13:27:57;3.164
2021-05-25 13:29:15;3.168
2021-05-25 13:29:16;3.168
2021-05-25 13:44:22;3.186
2021-05-25 13:54:52;3.203
2021-05-25 13:58:47;3.211
2021-05-25 14:14:35;3.242
2021-05-25 14:22:45;3.251
2021-05-25 14:27:59;3.262
2021-05-25 14:29:12;3.263
2021-05-25 14:30:47;3.264
2021-05-25 14:42:34;3.284
2021-05-25 14:44:22;3.284
2021-05-25 14:59:52;3.312
2021-05-25 15:10:27;3.316
2021-05-25 15:13:26;3.316
2021-05-25 15:14:35;3.316
2021-05-25 15:29:41;3.319
2021-05-25 15:43:59;3.333
2021-05-25 15:53:25;3.343
2021-05-25 15:58:59;3.359
2021-05-25 16:14:51;3.415
2021-05-25 16:29:33;3.459
2021-05-25 16:39:50;3.473
2021-05-25 16:44:10;3.476
2021-05-25 16:57:21;3.489
2021-05-25 16:59:03;3.489
2021-05-25 17:12:53;3.489
2021-05-25 17:28:54;3.489
2021-05-25 17:44:59;3.489
2021-05-25 17:58:26;3.489
2021-05-25 18:13:07;3.489
2021-05-25 18:28:07;3.489
2021-05-25 18:39:35;3.497
2021-05-25 18:57:44;3.497
2021-05-25 19:13:40;3.512
2021-05-25 19:28:12;3.553
2021-05-25 19:43:44;3.561
2021-05-25 19:54:59;3.561
2021-05-25 20:08:54;3.575
2021-05-25 20:29:21;3.584
2021-05-25 20:43:07;3.584
2021-05-25 20:58:10;3.584
2021-05-25 21:14:44;3.584
2021-05-25 21:27:48;3.584
2021-05-25 21:34:08;3.584
2021-05-25 21:44:13;3.584
2021-05-25 21:57:56;3.584
2021-05-25 22:13:10;3.584
2021-05-25 22:29:11;3.584
2021-05-25 22:43:07;3.584
2021-05-25 22:59:41;3.584
2021-05-25 23:13:01;3.584
2021-05-25 23:29:08;3.584
2021-05-25 23:43:30;3.584
2021-05-25 23:57:56;3.585
2021-05-26 00:12:58;3.585
2021-05-26 00:27:52;3.585
2021-05-26 00:42:48;3.585
2021-05-26 00:59:30;3.585
2021-05-26 01:14:21;3.585
2021-05-26 01:25:12;3.585
2021-05-26 01:43:35;3.585
2021-05-26 01:53:21;3.585
2021-05-26 01:59:11;3.585
2021-05-26 02:07:56;3.585
2021-05-26 02:28:44;3.585
2021-05-26 02:44:03;3.585
2021-05-26 02:58:16;3.585
2021-05-26 03:04:55;3.585
2021-05-26 03:14:41;3.585
2021-05-26 03:28:02;3.585
2021-05-26 03:43:29;3.585
2021-05-26 03:59:27;3.728
2021-05-26 04:14:36;3.829
2021-05-26 04:29:37;3.836
2021-05-26 04:44:11;3.855
2021-05-26 04:57:34;3.873
2021-05-26 04:58:42;3.878
2021-05-26 05:00:02;3.882
2021-05-26 05:05:31;3.893
2021-05-26 05:14:47;3.9
2021-05-26 05:29:07;3.932
2021-05-26 05:43:57;3.956
2021-05-26 05:43:58;3.956
2021-05-26 05:59:49;3.998
2021-05-26 05:59:50;3.998
2021-05-26 06:04:02;4.017
2021-05-26 06:14:24;4.05
2021-05-26 06:29:35;4.092
2021-05-26 06:33:41;4.095
2021-05-26 06:44:24;4.128
2021-05-26 06:53:16;4.135
2021-05-26 06:59:45;4.144
2021-05-26 07:14:45;4.144
2021-05-26 07:18:48;4.144
2021-05-26 07:29:36;4.146
2021-05-26 07:29:37;4.146
2021-05-26 07:44:00;4.181
2021-05-26 07:58:51;4.196
2021-05-26 08:07:03;4.215
2021-05-26 08:14:37;4.215
2021-05-26 08:29:33;4.248
2021-05-26 08:42:50;4.259
2021-05-26 08:43:50;4.26
2021-05-26 08:57:33;4.293
2021-05-26 08:58:41;4.299
2021-05-26 09:14:28;4.337
2021-05-26 09:20:21;4.354
2021-05-26 09:29:14;4.366
2021-05-26 09:44:01;4.375
2021-05-26 09:59:56;4.397
2021-05-26 10:13:41;4.438
2021-05-26 10:15:01;4.447
2021-05-26 10:25:33;4.471
2021-05-26 10:29:40;4.481
2021-05-26 10:43:01;4.496
2021-05-26 10:43:48;4.497
2021-05-26 10:59:55;4.552
2021-05-26 11:13:18;4.581
2021-05-26 11:14:28;4.582
2021-05-26 11:28:18;4.629
2021-05-26 11:29:16;4.638
2021-05-26 11:43:03;4.696
2021-05-26 11:43:53;4.697
2021-05-26 11:54:36;4.74
2021-05-26 11:59:46;4.753
2021-05-26 12:14:50;4.784
2021-05-26 12:29:08;4.833
2021-05-26 12:44:11;4.854
2021-05-26 12:58:36;4.884
2021-05-26 12:59:52;4.887
2021-05-26 13:14:39;4.933
2021-05-26 13:29:06;4.968
2021-05-26 13:44:04;5.022
2021-05-26 13:57:36;5.061
2021-05-26 13:58:57;5.062
2021-05-26 14:13:19;5.107
2021-05-26 14:14:45;5.11
2021-05-26 14:27:02;5.13
2021-05-26 14:29:38;5.133
2021-05-26 14:44:11;5.145
2021-05-26 14:59:51;5.173
2021-05-26 15:14:46;5.214
2021-05-26 15:29:12;5.217
2021-05-26 15:43:54;5.247
2021-05-26 15:57:13;5.275
2021-05-26 15:58:37;5.275
2021-05-26 16:14:28;5.277
2021-05-26 16:27:55;5.287
2021-05-26 16:29:43;5.294
2021-05-26 16:44:15;5.306
2021-05-26 16:58:38;5.328
2021-05-26 17:13:27;5.34
2021-05-26 17:27:57;5.348
2021-05-26 17:38:31;5.355
2021-05-26 17:43:54;5.365
2021-05-26 17:54:50;5.373
2021-05-26 18:13:27;5.373
2021-05-26 18:29:37;5.373
2021-05-26 18:44:50;5.38
2021-05-26 18:58:16;5.38
2021-05-26 19:12:48;5.38
2021-05-26 19:24:04;5.387
2021-05-26 19:33:17;5.395
2021-05-26 19:38:03;5.396
2021-05-26 19:57:48;5.396
2021-05-26 20:07:54;5.396
2021-05-26 20:28:08;5.396
2021-05-26 20:44:50;5.396
2021-05-26 20:58:58;5.396
2021-05-26 21:12:57;5.396
2021-05-26 21:24:50;5.396
2021-05-26 21:28:30;5.396
2021-05-26 21:44:14;5.396
2021-05-26 21:59:50;5.396
2021-05-26 22:14:59;5.396
2021-05-26 22:28:08;5.396
2021-05-26 22:43:26;5.396
2021-05-26 22:58:08;5.396
2021-05-26 23:14:59;5.396
2021-05-26 23:29:36;5.396
2021-05-26 23:43:46;5.396
2021-05-26 23:58:40;5.396
2021-05-26 23:58:41;5.396
2021-05-27 00:13:40;5.396
2021-05-27 00:28:44;5.396
2021-05-27 00:45:00;5.396
2021-05-27 00:53:46;5.396
2021-05-27 01:13:09;5.396
2021-05-27 01:27:57;5.396
2021-05-27 01:44:32;5.396
2021-05-27 01:59:10;5.396
2021-05-27 02:13:59;5.396
2021-05-27 02:28:55;5.396
2021-05-27 02:37:58;5.396
2021-05-27 02:42:49;5.396
2021-05-27 02:58:22;5.396
2021-05-27 03:13:09;5.396
2021-05-27 03:24:52;5.396
2021-05-27 03:28:42;5.396
2021-05-27 03:33:46;5.396
2021-05-27 03:43:46;5.396
2021-05-27 03:48:32;5.396
2021-05-27 03:58:18;5.396
2021-05-27 04:14:59;5.396
2021-05-27 04:29:42;5.396
2021-05-27 04:43:47;5.396
2021-05-27 04:53:12;5.396
2021-05-27 04:59:47;5.396
2021-05-27 05:14:47;5.538
2021-05-27 05:18:58;5.592
2021-05-27 05:29:42;5.701
2021-05-27 05:44:25;5.722
2021-05-27 05:58:59;5.76
2021-05-27 06:14:55;5.794
2021-05-27 06:27:04;5.814
2021-05-27 06:29:19;5.814
2021-05-27 06:41:18;5.825
2021-05-27 06:43:53;5.825
2021-05-27 06:58:42;5.833
2021-05-27 07:14:39;5.834
2021-05-27 07:29:31;5.842
2021-05-27 07:43:52;5.851
2021-05-27 07:59:51;5.873
2021-05-27 08:13:38;5.892
2021-05-27 08:14:29;5.892
2021-05-27 08:28:25;5.893
2021-05-27 08:29:36;5.893
2021-05-27 08:41:26;5.914
2021-05-27 08:44:04;5.923
2021-05-27 08:54:39;5.939
2021-05-27 08:59:56;5.949
2021-05-27 09:12:18;5.953
2021-05-27 09:14:51;5.953
2021-05-27 09:29:41;5.957
2021-05-27 09:34:27;5.958
2021-05-27 09:44:22;5.967
2021-05-27 09:54:29;5.97
2021-05-27 09:59:48;5.986
2021-05-27 10:14:34;6.03
2021-05-27 10:28:21;6.054
2021-05-27 10:29:36;6.06
2021-05-27 10:44:13;6.1
2021-05-27 10:58:34;6.138
2021-05-27 11:13:44;6.199
2021-05-27 11:15:00;6.2
2021-05-27 11:29:34;6.263
2021-05-27 11:44:13;6.302
2021-05-27 11:59:49;6.342
2021-05-27 12:14:28;6.381
2021-05-27 12:27:54;6.425
2021-05-27 12:29:31;6.437
2021-05-27 12:43:58;6.463
2021-05-27 12:56:09;6.506
2021-05-27 12:59:46;6.515
2021-05-27 13:14:41;6.548
2021-05-27 13:27:59;6.567
2021-05-27 13:29:34;6.568
2021-05-27 13:44:13;6.597
2021-05-27 13:57:19;6.627
2021-05-27 13:58:27;6.631
2021-05-27 14:10:27;6.665
2021-05-27 14:13:19;6.673
2021-05-27 14:28:24;6.693
2021-05-27 14:29:16;6.696
2021-05-27 14:44:07;6.734
2021-05-27 14:59:46;6.756
2021-05-27 15:14:32;6.773
2021-05-27 15:28:21;6.827
2021-05-27 15:29:43;6.829
2021-05-27 15:44:14;6.855
2021-05-27 15:58:43;6.872
2021-05-27 16:14:57;6.935
2021-05-27 16:29:36;6.993
2021-05-27 16:44:19;7.068
2021-05-27 16:59:56;7.115
2021-05-27 16:59:57;7.115
2021-05-27 17:08:14;7.134
2021-05-27 17:14:33;7.136
2021-05-27 17:28:14;7.159
2021-05-27 17:28:15;7.159
2021-05-27 17:33:56;7.161
2021-05-27 17:43:29;7.17
2021-05-27 17:57:51;7.181
2021-05-27 18:03:15;7.183
2021-05-27 18:08:55;7.185
2021-05-27 18:15:06;7.193
2021-05-27 18:29:52;7.197
2021-05-27 18:42:59;7.208
2021-05-27 18:54:28;7.211
2021-05-27 18:58:10;7.211
2021-05-27 19:09:14;7.219
2021-05-27 19:12:47;7.219
2021-05-27 19:28:18;7.219
2021-05-27 19:44:25;7.226
2021-05-27 19:54:44;7.233
2021-05-27 19:59:05;7.233
2021-05-27 20:08:46;7.235
2021-05-27 20:14:16;7.235
2021-05-27 20:29:19;7.235
2021-05-27 20:43:13;7.235
2021-05-27 20:57:50;7.235
2021-05-27 21:12:50;7.235
2021-05-27 21:24:43;7.235
2021-05-27 21:44:19;7.235
2021-05-27 21:50:02;7.235
2021-05-27 21:53:57;7.235
2021-05-27 22:00:02;7.235
2021-05-27 22:03:46;7.235
2021-05-27 22:13:10;7.235
2021-05-27 22:29:33;7.235
2021-05-27 22:44:25;7.235
2021-05-27 22:52:56;7.235
2021-05-27 23:13:33;7.235
2021-05-27 23:28:46;7.235
2021-05-27 23:39:14;7.235
2021-05-27 23:59:25;7.235
2021-05-28 00:13:51;7.235
2021-05-28 00:29:33;7.235
2021-05-28 00:44:20;7.235
2021-05-28 00:59:10;7.235
2021-05-28 01:13:01;7.235
2021-05-28 01:27:55;7.235
2021-05-28 01:43:23;7.235
2021-05-28 01:54:25;7.235
2021-05-28 02:14:05;7.235
2021-05-28 02:28:05;7.235
2021-05-28 02:43:13;7.235
2021-05-28 02:53:46;7.235
2021-05-28 03:13:51;7.235
